idx,description_eng,description_deu,description_spa,description_fra,description_jpn,description_kor,description_por,description_ita,description_fas,description_ind,description_zho,description_rus,description_tur,description_ary,description_arb
3272,people holding hands light skin tone medium skin tone,sich an den händen haltende personen helle hautfarbe mittlere hautfarbe,dos personas de la mano tono de piel claro y tono de piel medio,deux personnes se tenant la main peau claire et peau légèrement mate,手をつなぐ2人 薄い肌色 中間の肌色,손을 잡고 있는 두 명의 사람 하얀 피부 갈색 피부,pessoas de mãos dadas pele clara e pele morena,persone che si tengono per mano carnagione chiara e carnagione olivastra,اشخاصی دست در دست هم پوست سفید پوست طلایی,orang bergandengan warna kulit cerah warna kulit sedang,手拉手的两个人 较浅肤色中等肤色,люди держащиеся за руки очень светлый тон кожи средний тон кожи,el ele tutuşan insanlar açık cilt tonu orta cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح وبشرة بلون معتدل,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح وبشرة بلون معتدل
3273,people holding hands medium-dark skin tone,sich an den händen haltende personen mitteldunkle hautfarbe,dos personas de la mano tono de piel oscuro medio,deux personnes se tenant la main peau mate,手をつなぐ2人 やや濃い肌色,손을 잡고 있는 두 명의 사람 진한 갈색 피부,pessoas de mãos dadas pele morena escura,persone che si tengono per mano carnagione abbastanza scura,اشخاصی دست در دست هم پوست گندمی,orang bergandengan warna kulit gelap-sedang,手拉手的两个人 中等深肤色,люди держащиеся за руки темный тон кожи,el ele tutuşan insanlar orta koyu cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون معتدل مائل للغامق,أشخاص يمسكون بأيدي بعضهم بشرة بلون معتدل مائل للغامق
3274,people holding hands medium-dark skin tone dark skin tone,sich an den händen haltende personen mitteldunkle hautfarbe dunkle hautfarbe,dos personas de la mano tono de piel oscuro medio y tono de piel oscuro,deux personnes se tenant la main peau mate et peau foncée,手をつなぐ2人 やや濃い肌色 濃い肌色,손을 잡고 있는 두 명의 사람 진한 갈색 피부 검은색 피부,pessoas de mãos dadas pele morena escura e pele escura,persone che si tengono per mano carnagione abbastanza scura e carnagione scura,اشخاصی دست در دست هم پوست گندمی پوست آبنوسی,orang bergandengan warna kulit gelap-sedang warna kulit gelap,手拉手的两个人 中等深肤色较深肤色,люди держащиеся за руки темный тон кожи очень темный тон кожи,el ele tutuşan insanlar orta koyu cilt tonu koyu cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون معتدل مائل للغامق وبشرة بلون غامق,أشخاص يمسكون بأيدي بعضهم بشرة بلون معتدل مائل للغامق وبشرة بلون غامق
3275,people holding hands medium-dark skin tone light skin tone,sich an den händen haltende personen mitteldunkle hautfarbe helle hautfarbe,dos personas de la mano tono de piel oscuro medio y tono de piel claro,deux personnes se tenant la main peau mate et peau claire,手をつなぐ2人 やや濃い肌色 薄い肌色,손을 잡고 있는 두 명의 사람 진한 갈색 피부 하얀 피부,pessoas de mãos dadas pele morena escura e pele clara,persone che si tengono per mano carnagione abbastanza scura e carnagione chiara,اشخاصی دست در دست هم پوست گندمی پوست سفید,orang bergandengan warna kulit gelap-sedang warna kulit cerah,手拉手的两个人 中等深肤色较浅肤色,люди держащиеся за руки темный тон кожи очень светлый тон кожи,el ele tutuşan insanlar orta koyu cilt tonu açık cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون معتدل مائل للغامق وبشرة بلون فاتح,أشخاص يمسكون بأيدي بعضهم بشرة بلون معتدل مائل للغامق وبشرة بلون فاتح
3276,people holding hands medium-dark skin tone medium-light skin tone,sich an den händen haltende personen mitteldunkle hautfarbe mittelhelle hautfarbe,dos personas de la mano tono de piel oscuro medio y tono de piel claro medio,deux personnes se tenant la main peau mate et peau moyennement claire,手をつなぐ2人 やや濃い肌色 やや薄い肌色,손을 잡고 있는 두 명의 사람 진한 갈색 피부 연한 갈색 피부,pessoas de mãos dadas pele morena escura e pele morena clara,persone che si tengono per mano carnagione abbastanza scura e carnagione abbastanza chiara,اشخاصی دست در دست هم پوست گندمی پوست روشن,orang bergandengan warna kulit gelap-sedang warna kulit cerah-sedang,手拉手的两个人 中等深肤色中等浅肤色,люди держащиеся за руки темный тон кожи светлый тон кожи,el ele tutuşan insanlar orta koyu cilt tonu orta açık cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون معتدل مائل للغامق وبشرة بلون فاتح ومعتدل,أشخاص يمسكون بأيدي بعضهم بشرة بلون معتدل مائل للغامق وبشرة بلون فاتح ومعتدل
3277,people holding hands medium-dark skin tone medium skin tone,sich an den händen haltende personen mitteldunkle hautfarbe mittlere hautfarbe,dos personas de la mano tono de piel oscuro medio y tono de piel medio,deux personnes se tenant la main peau mate et peau légèrement mate,手をつなぐ2人 やや濃い肌色 中間の肌色,손을 잡고 있는 두 명의 사람 진한 갈색 피부 갈색 피부,pessoas de mãos dadas pele morena escura e pele morena,persone che si tengono per mano carnagione abbastanza scura e carnagione olivastra,اشخاصی دست در دست هم پوست گندمی پوست طلایی,orang bergandengan warna kulit gelap-sedang warna kulit sedang,手拉手的两个人 中等深肤色中等肤色,люди держащиеся за руки темный тон кожи средний тон кожи,el ele tutuşan insanlar orta koyu cilt tonu orta cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون معتدل مائل للغامق وبشرة بلون معتدل,أشخاص يمسكون بأيدي بعضهم بشرة بلون معتدل مائل للغامق وبشرة بلون معتدل
3278,people holding hands medium-light skin tone,sich an den händen haltende personen mittelhelle hautfarbe,dos personas de la mano tono de piel claro medio,deux personnes se tenant la main peau moyennement claire,手をつなぐ2人 やや薄い肌色,손을 잡고 있는 두 명의 사람 연한 갈색 피부,pessoas de mãos dadas pele morena clara,persone che si tengono per mano carnagione abbastanza chiara,اشخاصی دست در دست هم پوست روشن,orang bergandengan warna kulit cerah-sedang,手拉手的两个人 中等浅肤色,люди держащиеся за руки светлый тон кожи,el ele tutuşan insanlar orta açık cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح ومعتدل,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح ومعتدل
3279,people holding hands medium-light skin tone dark skin tone,sich an den händen haltende personen mittelhelle hautfarbe dunkle hautfarbe,dos personas de la mano tono de piel claro medio y tono de piel oscuro,deux personnes se tenant la main peau moyennement claire et peau foncée,手をつなぐ2人 やや薄い肌色 濃い肌色,손을 잡고 있는 두 명의 사람 연한 갈색 피부 검은색 피부,pessoas de mãos dadas pele morena clara e pele escura,persone che si tengono per mano carnagione abbastanza chiara e carnagione scura,اشخاصی دست در دست هم پوست روشن پوست آبنوسی,orang bergandengan warna kulit cerah-sedang warna kulit gelap,手拉手的两个人 中等浅肤色较深肤色,люди держащиеся за руки светлый тон кожи очень темный тон кожи,el ele tutuşan insanlar orta açık cilt tonu koyu cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح ومعتدل وبشرة بلون غامق,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح ومعتدل وبشرة بلون غامق
3280,people holding hands medium-light skin tone light skin tone,sich an den händen haltende personen mittelhelle hautfarbe helle hautfarbe,dos personas de la mano tono de piel claro medio y tono de piel claro,deux personnes se tenant la main peau moyennement claire et peau claire,手をつなぐ2人 やや薄い肌色 薄い肌色,손을 잡고 있는 두 명의 사람 연한 갈색 피부 하얀 피부,pessoas de mãos dadas pele morena clara e pele clara,persone che si tengono per mano carnagione abbastanza chiara e carnagione chiara,اشخاصی دست در دست هم پوست روشن پوست سفید,orang bergandengan warna kulit cerah-sedang warna kulit cerah,手拉手的两个人 中等浅肤色较浅肤色,люди держащиеся за руки светлый тон кожи очень светлый тон кожи,el ele tutuşan insanlar orta açık cilt tonu açık cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح ومعتدل وبشرة بلون فاتح,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح ومعتدل وبشرة بلون فاتح
3281,people holding hands medium-light skin tone medium-dark skin tone,sich an den händen haltende personen mittelhelle hautfarbe mitteldunkle hautfarbe,dos personas de la mano tono de piel claro medio y tono de piel oscuro medio,deux personnes se tenant la main peau moyennement claire et peau mate,手をつなぐ2人 やや薄い肌色 やや濃い肌色,손을 잡고 있는 두 명의 사람 연한 갈색 피부 진한 갈색 피부,pessoas de mãos dadas pele morena clara e pele morena escura,persone che si tengono per mano carnagione abbastanza chiara e carnagione abbastanza scura,اشخاصی دست در دست هم پوست روشن پوست گندمی,orang bergandengan warna kulit cerah-sedang warna kulit gelap-sedang,手拉手的两个人 中等浅肤色中等深肤色,люди держащиеся за руки светлый тон кожи темный тон кожи,el ele tutuşan insanlar orta açık cilt tonu orta koyu cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح ومعتدل وبشرة بلون معتدل مائل للغامق,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح ومعتدل وبشرة بلون معتدل مائل للغامق
3282,people holding hands medium-light skin tone medium skin tone,sich an den händen haltende personen mittelhelle hautfarbe mittlere hautfarbe,dos personas de la mano tono de piel claro medio y tono de piel medio,deux personnes se tenant la main peau moyennement claire et peau légèrement mate,手をつなぐ2人 やや薄い肌色 中間の肌色,손을 잡고 있는 두 명의 사람 연한 갈색 피부 갈색 피부,pessoas de mãos dadas pele morena clara e pele morena,persone che si tengono per mano carnagione abbastanza chiara e carnagione olivastra,اشخاصی دست در دست هم پوست روشن پوست طلایی,orang bergandengan warna kulit cerah-sedang warna kulit sedang,手拉手的两个人 中等浅肤色中等肤色,люди держащиеся за руки светлый тон кожи средний тон кожи,el ele tutuşan insanlar orta açık cilt tonu orta cilt tonu,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح ومعتدل وبشرة بلون معتدل,أشخاص يمسكون بأيدي بعضهم بشرة بلون فاتح ومعتدل وبشرة بلون معتدل
